162100,0.0079,-0.0079,0.99,-1.00,-36.56,-3
162200,0.0079,-0.0157,0.99,-1.00,-48.14,-22
162300,0.0157,-0.0157,0.99,-1.00,-60.39,-34
162400,0.0157,-0.0079,0.99,-1.00,-72.46,-44
162500,0.0157,-0.0157,0.99,-1.00,-84.71,-53
162600,0.0157,-0.0157,0.99,-1.00,-96.78,-64
162700,0.0157,-0.0157,0.99,-1.00,-108.86,-73
162800,0.0157,-0.0079,0.99,-1.00,-120.94,-84
162900,0.0157,-0.0157,0.99,-1.00,-132.85,-95
163000,0.0157,-0.0157,0.99,-1.00,-145.42,-108
163100,0.0079,-0.0157,0.99,-1.00,-157.50,-121
163200,0.0157,-0.0157,0.99,-1.00,-169.91,-135
163300,0.0236,0.0000,0.99,-1.00,-181.32,-151
163400,0.0236,0.0236,0.97,-1.00,-183.64,-172
163500,0.0236,0.0236,0.95,-0.99,-183.80,-162
163600,0.0236,0.0236,0.92,-0.99,-183.64,-162
163700,0.0236,0.0236,0.90,-0.99,-182.98,-165
163800,0.0157,0.0157,0.88,-0.99,-182.98,-161
163900,0.0314,0.0157,0.86,-0.99,-183.80,-168
164000,0.0236,0.0157,0.84,-0.99,-184.30,-162
164100,0.0236,0.0236,0.81,-0.99,-185.13,-172
164200,0.0157,0.0157,0.79,-0.98,-184.96,-162
164300,0.0236,0.0236,0.77,-0.98,-184.63,-164
164400,0.0157,0.0236,0.75,-0.98,-184.30,-162
164500,0.0157,0.0157,0.73,-0.98,-183.31,-162
164600,0.0157,0.0236,0.71,-0.98,-181.82,-159
164700,0.0157,0.0236,0.69,-0.98,-180.33,-156
164800,0.0157,0.0157,0.67,-0.98,-179.34,-156
164900,0.0157,0.0157,0.65,-0.98,-179.34,-155
165000,0.0157,0.0157,0.64,-0.98,-178.18,-154
165100,0.0079,0.0079,0.62,-0.98,-177.52,-163
165200,0.0236,0.0157,0.61,-0.98,-178.35,-153
165300,0.0157,0.0157,0.59,-0.98,-179.17,-158
165400,0.0157,0.0157,0.58,-0.98,-180.33,-168
165500,0.0157,0.0157,0.56,-0.98,-181.82,-158
165600,0.0236,0.0157,0.54,-0.98,-182.98,-170
165700,0.0157,0.0157,0.52,-0.98,-181.82,-158
165800,0.0236,0.0157,0.51,-0.98,-181.99,-159
165900,0.0079,0.0079,0.50,-0.98,-181.82,-159
166000,0.0079,0.0079,0.48,-0.98,-181.65,-158
166100,0.0236,0.0157,0.46,-0.98,-180.66,-156
166200,0.0079,0.0157,0.45,-0.98,-179.83,-156
166300,0.0236,0.0236,0.43,-0.98,-179.01,-155
166400,0.0157,0.0236,0.42,-0.98,-177.68,-162
166500,0.0079,0.0157,0.40,-0.98,-177.02,-153
166600,0.0157,0.0157,0.38,-0.98,-176.69,-151
166700,0.0079,0.0079,0.37,-0.98,-175.86,-151
166800,0.0079,0.0079,0.36,-0.98,-176.36,-150
166900,0.0079,0.0157,0.35,-0.98,-177.02,-154
167000,0.0079,0.0000,0.34,-0.98,-178.01,-154
167100,0.0157,0.0079,0.33,-0.98,-178.01,-153
167200,0.0079,0.0079,0.33,-0.98,-178.18,-154
167300,0.0157,0.0157,0.31,-0.98,-178.51,-153
167400,0.0079,0.0079,0.30,-0.98,-178.68,-155
167500,0.0079,0.0157,0.29,-0.98,-178.51,-153
167600,0.0079,0.0079,0.29,-0.98,-178.35,-169
167700,0.0079,0.0079,0.27,-0.98,-178.01,-152
167800,0.0079,0.0157,0.27,-0.98,-177.52,-152
167900,0.0000,0.0079,0.26,-0.98,-177.35,-162
