174000,0.0000,0.0000,0.01,-1.00,-172.06,-140
174100,-0.0079,0.0079,0.01,-1.00,-164.61,-142
174200,-0.0157,0.0157,0.01,-1.00,-153.03,-123
174300,-0.0157,0.0157,0.01,-1.00,-141.12,-110
174400,-0.0157,0.0157,0.01,-1.00,-129.04,-97
174500,-0.0079,0.0157,0.01,-1.00,-117.30,-89
174600,-0.0157,0.0079,0.01,-1.00,-105.22,-77
174700,-0.0157,0.0157,0.01,-1.00,-93.14,-67
174800,-0.0157,0.0157,0.01,-1.00,-81.40,-57
174900,-0.0157,0.0079,0.01,-1.00,-69.65,-48
175000,-0.0157,0.0157,0.01,-1.00,-57.90,-39
175100,-0.0157,0.0079,0.01,-1.00,-46.32,-29
175200,-0.0157,0.0079,0.01,-1.00,-34.25,-21
175300,-0.0157,0.0157,0.01,-1.00,-22.33,-12
175400,-0.0157,0.0157,0.01,-1.00,-10.59,-3
175500,-0.0157,0.0157,0.01,-1.00,-0.00,8
175600,-0.0079,0.0079,0.01,-1.00,10.42,15
175700,-0.0157,0.0079,0.01,-1.00,20.85,24
175800,-0.0079,0.0157,0.01,-1.00,31.10,30
175900,-0.0079,0.0157,0.01,-1.00,39.87,30
176000,-0.0079,0.0079,0.01,-1.00,46.99,39
176100,-0.0079,0.0000,0.01,-1.00,53.11,44
176200,-0.0079,0.0079,0.01,-1.00,58.24,49
176300,-0.0079,0.0000,0.01,-1.00,64.03,53
176400,-0.0079,0.0000,0.01,-1.00,70.31,58
176500,-0.0079,0.0000,0.01,-1.00,75.94,64
176600,0.0000,0.0079,0.01,-1.00,80.90,69
176700,0.0000,0.0079,0.01,-1.00,84.71,76
176800,0.0236,0.0236,0.01,-0.99,87.52,79
176900,0.0157,0.0236,0.01,-0.97,86.86,83
177000,0.0236,0.0236,0.01,-0.95,87.35,83
177100,0.0236,0.0236,0.01,-0.92,87.52,82
177200,0.0236,0.0236,0.01,-0.90,86.86,81
177300,0.0314,0.0314,0.01,-0.88,86.36,84
177400,0.0157,0.0157,0.01,-0.86,86.53,82
177500,0.0236,0.0236,0.02,-0.83,86.36,87
177600,0.0157,0.0157,0.02,-0.81,86.19,85
177700,0.0236,0.0236,0.02,-0.79,86.03,80
177800,0.0236,0.0157,0.02,-0.77,85.86,83
177900,0.0157,0.0157,0.02,-0.75,86.03,80
178000,0.0079,0.0157,0.02,-0.74,86.36,81
178100,0.0236,0.0236,0.02,-0.72,86.53,82
178200,0.0079,0.0236,0.02,-0.70,87.52,81
178300,0.0079,0.0157,0.03,-0.68,89.01,83
178400,0.0157,0.0157,0.03,-0.66,90.33,87
178500,0.0157,0.0157,0.03,-0.65,91.16,85
178600,0.0157,0.0079,0.03,-0.63,90.33,84
178700,0.0157,0.0079,0.03,-0.62,90.66,87
178800,0.0079,0.0079,0.02,-0.60,90.66,85
178900,0.0157,0.0079,0.02,-0.59,90.33,85
179000,0.0157,0.0157,0.02,-0.58,90.50,84
179100,0.0157,0.0079,0.02,-0.56,90.17,84
179200,0.0236,0.0236,0.02,-0.55,89.50,87
179300,0.0079,0.0079,0.02,-0.53,89.17,83
179400,0.0236,0.0157,0.03,-0.51,88.35,82
179600,0.0079,0.0157,0.03,-0.48,89.67,85
179700,0.0157,0.0157,0.03,-0.47,90.66,84
179800,0.0079,0.0157,0.03,-0.45,91.82,83
179900,0.0157,0.0157,0.02,-0.44,92.32,82
180000,0.0157,0.0079,0.02,-0.42,92.65,85
180100,0.0157,0.0157,0.02,-0.40,94.30,86
180200,0.0157,0.0157,0.02,-0.39,94.96,91
180300,0.0079,0.0079,0.02,-0.38,95.13,87
180400,0.0157,0.0157,0.02,-0.37,93.97,86
180500,0.0079,0.0000,0.02,-0.36,92.48,92
180600,0.0236,0.0079,0.02,-0.34,90.66,84
180700,0.0157,0.0079,0.02,-0.34,89.17,82
